600.0000000000	2.0000000000	11.2497845159
600.0000000000	4.0000000000	5.1210133744
600.0000000000	6.0000000000	0.6389100512
600.0000000000	8.0000000000	0.0460479498
600.0000000000	10.0000000000	0.0098004060
600.0000000000	12.0000000000	0.0087480954
600.0000000000	14.0000000000	0.0087497733
600.0000000000	16.0000000000	0.0087490602
600.0000000000	18.0000000000	0.0087513828
600.0000000000	20.0000000000	0.0087463543
720.0000000000	2.0000000000	12.1947564422
720.0000000000	4.0000000000	6.8359075680
720.0000000000	6.0000000000	2.3221589188
720.0000000000	8.0000000000	0.1947668296
720.0000000000	10.0000000000	0.0167532322
720.0000000000	12.0000000000	0.0085022122
720.0000000000	14.0000000000	0.0085051626
720.0000000000	16.0000000000	0.0085005806
720.0000000000	18.0000000000	0.0085013345
720.0000000000	20.0000000000	0.0085034276
840.0000000000	2.0000000000	12.8756147991
840.0000000000	4.0000000000	8.0825045518
840.0000000000	6.0000000000	3.8976004192
840.0000000000	8.0000000000	0.8836225703
840.0000000000	10.0000000000	0.0611183406
840.0000000000	12.0000000000	0.0088339609
840.0000000000	14.0000000000	0.0082743291
840.0000000000	16.0000000000	0.0082669866
840.0000000000	18.0000000000	0.0082666862
840.0000000000	20.0000000000	0.0082688608
960.0000000000	2.0000000000	13.3846117720
960.0000000000	4.0000000000	9.0350753638
960.0000000000	6.0000000000	5.1724324311
960.0000000000	8.0000000000	2.0802640690
960.0000000000	10.0000000000	0.2756268921
960.0000000000	12.0000000000	0.0183254903
960.0000000000	14.0000000000	0.0083706223
960.0000000000	16.0000000000	0.0080511645
960.0000000000	18.0000000000	0.0080435173
960.0000000000	20.0000000000	0.0080441857
1080.0000000000	2.0000000000	13.7834004950
1080.0000000000	4.0000000000	9.7869311149
1080.0000000000	6.0000000000	6.1751334396
1080.0000000000	8.0000000000	3.1779804053
1080.0000000000	10.0000000000	0.9586370815
1080.0000000000	12.0000000000	0.0793521097
1080.0000000000	14.0000000000	0.0117307110
1080.0000000000	16.0000000000	0.0078828225
1080.0000000000	18.0000000000	0.0078371644
1080.0000000000	20.0000000000	0.0078341751
1200.0000000000	2.0000000000	14.1022467840
1200.0000000000	4.0000000000	10.3854507390
1200.0000000000	6.0000000000	6.9987605374
1200.0000000000	8.0000000000	4.0834135450
1200.0000000000	10.0000000000	1.8638824708
1200.0000000000	12.0000000000	0.3323177673
1200.0000000000	14.0000000000	0.0330333109
1200.0000000000	16.0000000000	0.0083490268
1200.0000000000	18.0000000000	0.0076392912
1200.0000000000	20.0000000000	0.0076377227
