600.0000000000	2.0000000000	0.3311846281
600.0000000000	4.0000000000	0.0030020059
600.0000000000	6.0000000000	0.0030028404
600.0000000000	8.0000000000	0.0030022041
600.0000000000	10.0000000000	0.0030034842
600.0000000000	12.0000000000	0.0030019733
600.0000000000	14.0000000000	0.0030042962
600.0000000000	16.0000000000	0.0030029144
600.0000000000	18.0000000000	0.0030023544
600.0000000000	20.0000000000	0.0030049142
720.0000000000	2.0000000000	0.8389396537
720.0000000000	4.0000000000	0.0032046731
720.0000000000	6.0000000000	0.0029142736
720.0000000000	8.0000000000	0.0029149011
720.0000000000	10.0000000000	0.0029152585
720.0000000000	12.0000000000	0.0029159543
720.0000000000	14.0000000000	0.0029147462
720.0000000000	16.0000000000	0.0029143954
720.0000000000	18.0000000000	0.0029160508
720.0000000000	20.0000000000	0.0029138433
840.0000000000	2.0000000000	1.3402532593
840.0000000000	4.0000000000	0.0074825565
840.0000000000	6.0000000000	0.0028316718
840.0000000000	8.0000000000	0.0028330768
840.0000000000	10.0000000000	0.0028339060
840.0000000000	12.0000000000	0.0028318629
840.0000000000	14.0000000000	0.0028331014
840.0000000000	16.0000000000	0.0028319792
840.0000000000	18.0000000000	0.0028310730
840.0000000000	20.0000000000	0.0028331955
960.0000000000	2.0000000000	1.7561162399
960.0000000000	4.0000000000	0.0238013737
960.0000000000	6.0000000000	0.0027532692
960.0000000000	8.0000000000	0.0027538367
960.0000000000	10.0000000000	0.0027552067
960.0000000000	12.0000000000	0.0027550951
960.0000000000	14.0000000000	0.0027543731
960.0000000000	16.0000000000	0.0027547801
960.0000000000	18.0000000000	0.0027531483
960.0000000000	20.0000000000	0.0027537700
1080.0000000000	2.0000000000	2.0891247603
1080.0000000000	4.0000000000	0.0695406503
1080.0000000000	6.0000000000	0.0026824103
1080.0000000000	8.0000000000	0.0026791786
1080.0000000000	10.0000000000	0.0026794836
1080.0000000000	12.0000000000	0.0026802871
1080.0000000000	14.0000000000	0.0026814676
1080.0000000000	16.0000000000	0.0026787608
1080.0000000000	18.0000000000	0.0026803367
1080.0000000000	20.0000000000	0.0026810092
1200.0000000000	2.0000000000	2.3651342902
1200.0000000000	4.0000000000	0.1713204722
1200.0000000000	6.0000000000	0.0026105119
1200.0000000000	8.0000000000	0.0026104518
1200.0000000000	10.0000000000	0.0026120289
1200.0000000000	12.0000000000	0.0026103323
1200.0000000000	14.0000000000	0.0026110416
1200.0000000000	16.0000000000	0.0026104368
1200.0000000000	18.0000000000	0.0026091710
1200.0000000000	20.0000000000	0.0026108896
