600.0000000000	2.0000000000	17.1758009585
600.0000000000	4.0000000000	10.7187293326
600.0000000000	6.0000000000	4.9680093524
600.0000000000	8.0000000000	0.7510228517
600.0000000000	10.0000000000	0.0761919949
600.0000000000	12.0000000000	0.0157038816
600.0000000000	14.0000000000	0.0116907818
600.0000000000	16.0000000000	0.0116126881
600.0000000000	18.0000000000	0.0116141224
600.0000000000	20.0000000000	0.0116089554
720.0000000000	2.0000000000	18.1382960298
720.0000000000	4.0000000000	12.5391256652
720.0000000000	6.0000000000	7.4416000499
720.0000000000	8.0000000000	3.0532010361
720.0000000000	10.0000000000	0.4233479946
720.0000000000	12.0000000000	0.0461029677
720.0000000000	14.0000000000	0.0124982493
720.0000000000	16.0000000000	0.0112817014
720.0000000000	18.0000000000	0.0112858751
720.0000000000	20.0000000000	0.0112829354
840.0000000000	2.0000000000	18.8281945666
840.0000000000	4.0000000000	13.8571946453
840.0000000000	6.0000000000	9.2601158716
840.0000000000	8.0000000000	5.1784086061
840.0000000000	10.0000000000	1.9130987441
840.0000000000	12.0000000000	0.2408523202
840.0000000000	14.0000000000	0.0259435950
840.0000000000	16.0000000000	0.0111513354
840.0000000000	18.0000000000	0.0109789164
840.0000000000	20.0000000000	0.0109733425
960.0000000000	2.0000000000	19.3471036298
960.0000000000	4.0000000000	14.8531597908
960.0000000000	6.0000000000	10.6489316241
960.0000000000	8.0000000000	6.8640290962
960.0000000000	10.0000000000	3.6741573406
960.0000000000	12.0000000000	1.1528876304
960.0000000000	14.0000000000	0.1381908351
960.0000000000	16.0000000000	0.0177447139
960.0000000000	18.0000000000	0.0109877297
960.0000000000	20.0000000000	0.0106852858
1080.0000000000	2.0000000000	19.7500454935
1080.0000000000	4.0000000000	15.6271891880
1080.0000000000	6.0000000000	11.7581320295
1080.0000000000	8.0000000000	8.2142215948
1080.0000000000	10.0000000000	5.1552122465
1080.0000000000	12.0000000000	2.5790329737
1080.0000000000	14.0000000000	0.7017864168
1080.0000000000	16.0000000000	0.0775396979
1080.0000000000	18.0000000000	0.0160533877
1080.0000000000	20.0000000000	0.0105825389
1200.0000000000	2.0000000000	20.0748915188
1200.0000000000	4.0000000000	16.2552701949
1200.0000000000	6.0000000000	12.6451759425
1200.0000000000	8.0000000000	9.3166491125
1200.0000000000	10.0000000000	6.3625776193
1200.0000000000	12.0000000000	3.8606225943
1200.0000000000	14.0000000000	1.8161739214
1200.0000000000	16.0000000000	0.3863605814
1200.0000000000	18.0000000000	0.0557132414
1200.0000000000	20.0000000000	0.0128470315
