2	600	2	2	0.33118462812340443	0	4201	4155.2088	3893
2	600	4	2	0.0030020059492799674	0	4201	4002.4557	3611
2	600	6	2	0.003002840392174094	0	4201	4001.2202	3605
2	600	8	2	0.0030022040572645924	0	4201	4002.1376	3607
2	600	10	2	0.00300348420327517	0	4201	4000.5549	3612
2	600	12	2	0.003001973310146509	0	4201	4002.4494	3605
2	600	14	2	0.0030042961966217363	0	4201	3999.4149	3604
2	600	16	2	0.0030029143609425404	0	4201	4001.3086	3608
2	600	18	2	0.003002354355203224	0	4201	4001.9517	3611
2	600	20	2	0.003004914227234418	0	4201	3998.6141	3615
2	720	2	4	0.8389396537292046	0	4921	4759.0383	4365
2	720	4	2	0.003204673063290434	0	4321	4122.6743	3727
2	720	6	2	0.0029142735995009994	0	4321	4122.4475	3738
2	720	8	2	0.002914901061870969	0	4321	4121.6679	3723
2	720	10	2	0.0029152585107325548	0	4321	4121.2804	3723
2	720	12	2	0.002915954332098366	0	4321	4120.314	3732
2	720	14	2	0.002914746150878826	0	4321	4121.9123	3728
2	720	16	2	0.00291439536860799	0	4321	4122.3926	3731
2	720	18	2	0.002916050834332162	0	4321	4120.1404	3729
2	720	20	2	0.002913843313758129	0	4321	4123.1646	3734
2	840	2	6	1.3402532593394105	0	5641	5453.1771	5058
2	840	4	2	0.0074825565440025	0	4441	4245.588	3855
2	840	6	2	0.0028316718053666124	0	4441	4242.5571	3847
2	840	8	2	0.0028330767778384372	0	4441	4240.4656	3850
2	840	10	2	0.002833906006678799	0	4441	4239.2968	3847
2	840	12	2	0.0028318628588774033	0	4441	4242.3453	3846
2	840	14	2	0.0028331013765585163	0	4441	4240.5168	3849
2	840	16	2	0.0028319792435437365	0	4441	4242.1405	3846
2	840	18	2	0.0028310730152910496	0	4441	4243.4727	3845
2	840	20	2	0.0028331955464479123	0	4441	4240.4168	3845
2	960	2	6	1.7561162399232082	0	6361	6164.1775	5768
2	960	4	2	0.023801373728770656	0	4561	4371.4045	3984
2	960	6	2	0.0027532691582119106	0	4561	4363.0899	3968
2	960	8	2	0.002753836693239964	0	4561	4362.2389	3962
2	960	10	2	0.002755206735846738	0	4561	4360.0897	3966
2	960	12	2	0.0027550951211229796	0	4561	4360.2601	3968
2	960	14	2	0.0027543731210574692	0	4561	4361.4653	3970
2	960	16	2	0.0027547800725583804	0	4561	4360.707	3966
2	960	18	2	0.0027531482930342353	0	4561	4363.2407	3967
2	960	20	2	0.0027537700202246583	0	4561	4362.3	3965
2	1080	2	6	2.0891247603469836	0	7081	6879.4752	6484
2	1080	4	2	0.06954065027169531	0	4681	4519.831	4153
2	1080	6	2	0.0026824102973500826	0	4681	4478.1423	4089
2	1080	8	2	0.0026791786432294315	0	4681	4483.5013	4082
2	1080	10	2	0.0026794835598220367	0	4681	4483.0529	4089
2	1080	12	2	0.0026802871393487725	0	4681	4481.7598	4087
2	1080	14	2	0.0026814676165181207	0	4681	4479.7804	4084
2	1080	16	2	0.0026787607522775433	0	4681	4484.1521	4084
2	1080	18	2	0.0026803367086813273	0	4681	4481.5375	4083
2	1080	20	2	0.0026810091605661028	0	4681	4480.5411	4086
2	1200	2	6	2.3651342901582786	0	7801	7599.0124	7207
2	1200	4	2	0.17132047220692467	0	4801	4716.0562	4332
2	1200	6	2	0.002610511880963216	0	4801	4601.1553	4207
2	1200	8	2	0.0026104517668446175	0	4801	4601.3121	4209
2	1200	10	2	0.0026120289444336933	0	4801	4598.6514	4207
2	1200	12	2	0.0026103322658302614	0	4801	4601.5783	4204
2	1200	14	2	0.002611041560496858	0	4801	4600.2471	4207
2	1200	16	2	0.0026104368496460786	0	4801	4601.3701	4210
2	1200	18	2	0.002609170999727374	0	4801	4603.5573	4209
2	1200	20	2	0.002610889591077666	0	4801	4600.5616	4205
4	600	2	14	5.419628991787314	0	7787	7442.7375	7202
4	600	4	4	0.5043693159670665	0	4201	4177.2557	4011
4	600	6	2	0.01993071342560209	0	4201	4087.2738	3673
4	600	8	2	0.005884458411727989	0	4201	4080.9117	3654
4	600	10	3	0.0058807497764894745	0	4201	4083.4381	3652
4	600	12	3	0.005885810023474085	0	4201	4080.0612	3634
4	600	14	3	0.005884152816323776	0	4201	4081.1379	3632
4	600	16	2	0.005883995973242526	0	4201	4081.2976	3666
4	600	18	3	0.005881893464298721	0	4201	4082.6686	3663
4	600	20	2	0.005882087764682843	0	4201	4082.5822	3649
4	720	2	16	6.326858604533466	0	9226	8882.9943	8642
4	720	4	8	1.5912752862985946	0	4921	4817.9112	4515
4	720	6	4	0.061252077815421975	0	4431	4222.5065	3861
4	720	8	2	0.00574773648751975	0	4321	4201.2063	3802
4	720	10	2	0.005714438984202487	0	4321	4202.1703	3750
4	720	12	2	0.005715695258829651	0	4321	4201.3207	3782
4	720	14	2	0.005714339497382439	0	4321	4202.2856	3777
4	720	16	2	0.005716419154481452	0	4321	4200.8462	3771
4	720	18	3	0.005718084842895885	0	4321	4199.5685	3812
4	720	20	3	0.005713951637140521	0	4321	4202.5823	3765
4	840	2	16	6.979455391828994	0	10667	10323.5712	10087
4	840	4	10	2.626669125543872	0	5641	5524.5966	5155
4	840	6	5	0.214743504937905	0	4662	4394.7674	4138
4	840	8	3	0.007231202216322558	0	4441	4320.6793	3940
4	840	10	2	0.005565198771566993	0	4441	4321.3723	3863
4	840	12	3	0.005555639088057667	0	4441	4322.1825	3902
4	840	14	2	0.005557215984652268	0	4441	4320.9707	3886
4	840	16	3	0.005557164013092325	0	4441	4321.0186	3911
4	840	18	2	0.005556686136881381	0	4441	4321.4298	3889
4	840	20	2	0.00555627809230792	0	4441	4321.6986	3896
4	960	2	18	7.471377750192668	0	12099	11761.6628	11523
4	960	4	12	3.465570314021688	0	6361	6243.177	5846
4	960	6	6	0.6684373026216465	0	5023	4715.5625	4453
4	960	8	4	0.020715256442975144	0	4561	4444.5776	4018
4	960	10	2	0.005612320780272821	0	4561	4441.7308	4043
4	960	12	3	0.005406675798581894	0	4561	4441.178	4021
4	960	14	2	0.005405656725216407	0	4561	4441.9603	4030
4	960	16	3	0.005407028876825657	0	4561	4440.9452	4006
4	960	18	2	0.005405370680792536	0	4561	4442.2422	4012
